NUM_POSTE,NOM_USUEL,LAT,LON,ALTI,AAAAMM,RR,QRR,NBRR,RR_ME,RRAB,QRRAB,RRABDAT,NBJRR1,NBJRR5,NBJRR10,NBJRR30,NBJRR50,NBJRR100, PMERM,QPMERM,NBPMERM,PMERMINAB,QPMERMINAB,PMERMINABDAT,TX,QTX,NBTX,TX_ME,TXAB,QTXAB,TXDAT,TXMIN,QTXMIN,TXMINDAT,NBJTX0,NBJTX25,NBJTX30,NBJTX35,NBJTXI20,NBJTXI27,NBJTXS32, TN,QTN,NBTN,TN_ME,TNAB,QTNAB,TNDAT,TNMAX,QTNMAX,TNMAXDAT,NBJTN5,NBJTN10,NBJTNI10,NBJTNI15,NBJTNI20,NBJTNS20,NBJTNS25,NBJGELEE, TAMPLIM,QTAMPLIM,TAMPLIAB,QTAMPLIAB,TAMPLIABDAT,NBTAMPLI,TM,QTM,NBTM,TMM,QTMM,NBTMM,NBJTMS24,TMMIN,QTMMIN,TMMINDAT,TMMAX,QTMMAX,TMMAXDAT, UNAB,QUNAB,UNABDAT,NBUN,UXAB,QUXAB,UXABDAT,NBUX,UMM,QUMM,NBUM,TSVM,QTSVM,NBTSVM,ETP,QETP, FXIAB,QFXIAB,DXIAB,QDXIAB,FXIDAT,NBJFF10,NBJFF16,NBJFF28,NBFXI,FXI3SAB,QFXI3SAB,DXI3SAB,QDXI3SAB,FXI3SDAT,NBJFXI3S10,NBJFXI3S16,NBJFXI3S28,NBFXI3S, FXYAB,QFXYAB,DXYAB,QDXYAB,FXYABDAT,NBJFXY8,NBJFXY10,NBJFXY15,NBFXY,FFM,QFFM,NBFFM, INST,QINST,NBINST,NBSIGMA0,NBSIGMA20,NBSIGMA80,GLOT,QGLOT,NBGLOT,DIFT,QDIFT,NBDIFT,DIRT,QDIRT,NBDIRT, HNEIGEFTOT,QHNEIGEFTOT,HNEIGEFAB,QHNEIGEFAB,HNEIGEFDAT,NBHNEIGEF,NBJNEIG,NBJHNEIGEF1,NBJHNEIGEF5,NBJHNEIGEF10,NBJSOLNG,NEIGETOTM,QNEIGETOTM, NEIGETOTAB,QNEIGETOTAB,NEIGETOTABDAT,NBJNEIGETOT1,NBJNEIGETOT10,NBJNEIGETOT30,NBJGREL,NBJORAG,NBJBROU
76540009,ROUEN - JARDIN,49.422667,1.077333,21,202302,5.4,1,28,,1.8,1,22,2,0,0,0,0,0,,,0,,,,10.9,1,28,,15.2,1,17,6.4,1,28,0,0,0,0,28,28,0,3.2,1,28,,-4.2,1,8,11.4,1,17,0,0,26,28,28,0,0,7,7.8,1,15,1,14,28,7.1,1,28,6.3,1,28,0,2.4,1,9,13.3,1,17,,,,0,,,,0,,,0,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,
76540009,ROUEN - JARDIN,49.422667,1.077333,21,202303,96.2,1,31,,16.5,1,7,18,6,2,0,0,0,,,0,,,,13.7,1,31,,22.6,1,29,6.5,1,5,0,0,0,0,30,31,0,5.8,1,31,,-2.1,1,2,13,1,30,0,0,27,31,31,0,0,3,7.9,1,13.5,1,29,31,9.7,1,31,9.5,1,31,0,3.7,1,4,15.9,1,29,,,,0,,,,0,,,0,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,
76540009,ROUEN - JARDIN,49.422667,1.077333,21,202304,67.4,1,30,,14.7,1,11,11,6,3,0,0,0,,,0,,,,15.8,1,30,,20.6,1,9,9.5,1,14,0,0,0,0,26,30,0,6.6,1,30,,-0.1,1,5,14.2,1,28,0,0,28,30,30,0,0,1,9.2,1,18.1,1,9,30,11.2,1,30,10.6,1,30,0,6.8,1,14,17.3,1,28,,,,0,,,,0,,,0,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,
76540009,ROUEN - JARDIN,49.422667,1.077333,21,202305,57.5,1,31,,18.7,1,6,6,4,3,0,0,0,,,0,,,,20.8,1,31,,27.2,1,31,14.8,1,12,0,4,0,0,13,30,0,10.4,1,31,,5.4,1,16,14.7,1,7,0,0,9,31,31,0,0,0,10.4,1,15.4,1,31,31,15.6,1,31,15.2,1,31,0,11.6,1,12,19.5,1,31,,,,0,,,,0,,,0,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,
76540009,ROUEN - JARDIN,49.422667,1.077333,21,202306,37.1,1,30,,17.4,1,18,5,3,1,0,0,0,,,0,,,,27.8,1,30,,34.8,1,25,21.3,1,2,0,24,9,0,0,15,3,15,1,30,,10.8,1,6,18.8,1,20,0,0,0,17,30,0,0,0,12.9,1,18.5,1,25,30,21.4,1,30,21.1,1,30,5,16.3,1,2,25.6,1,25,,,,0,,,,0,,,0,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,
76540009,ROUEN - JARDIN,49.422667,1.077333,21,202307,59,1,31,,18.3,1,31,13,3,1,0,0,0,,,0,,,,25.2,1,31,,34.1,1,7,20,1,27,0,10,4,0,2,24,2,14.8,1,31,,10.5,1,26,19.2,1,8,0,0,0,16,31,0,0,0,10.4,1,21.8,1,7,31,20,1,31,19.6,1,31,2,17.2,1,5,25.1,1,8,,,,0,,,,0,,,0,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,
76540009,ROUEN - JARDIN,49.422667,1.077333,21,202308,89.5,1,31,,26.7,1,1,10,6,3,0,0,0,,,0,,,,25.2,1,31,,31.8,1,18,19.1,1,31,0,13,4,0,1,20,0,15.3,1,31,,10.4,1,29,19.9,1,19,0,0,0,14,31,0,0,0,9.9,1,16.8,1,10,31,20.2,1,31,19.4,1,31,1,15.6,1,31,25.3,1,18,,,,0,,,,0,,,0,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,
76540009,ROUEN - JARDIN,49.422667,1.077333,21,202309,42.7,1,30,,16.7,1,20,6,3,1,0,0,0,,,0,,,,26.6,1,30,,36.3,1,9,18.4,1,22,0,17,8,2,3,18,6,14.6,1,30,,7.5,1,24,18.5,1,6,0,0,5,15,30,0,0,0,12,1,18.2,1,9,30,20.6,1,30,19.7,1,30,8,14.2,1,22,27.2,1,9,,,,0,,,,0,,,0,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,
76540009,ROUEN - JARDIN,49.422667,1.077333,21,202310,61.1,1,31,,12,1,30,13,4,1,0,0,0,,,0,,,,20.1,1,31,,30,1,2,12.8,1,30,0,8,1,0,18,27,0,10,1,31,,3.8,1,16,17.1,1,13,0,0,19,28,31,0,0,0,10.1,1,18.4,1,10,31,15,1,31,14,1,31,0,9.5,1,16,21.5,1,2,,,,0,,,,0,,,0,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,
76540009,ROUEN - JARDIN,49.422667,1.077333,21,202311,130.9,1,30,,17.3,1,16,22,12,3,0,0,0,,,0,,,,12.5,1,30,,16.9,1,13,7,1,29,0,0,0,0,30,30,0,6.3,1,30,,-0.8,1,26,11.6,1,19,0,0,27,30,30,0,0,1,6.1,1,9.3,1,7,30,9.4,1,30,9.2,1,30,0,3.5,1,26,14.1,1,13,,,,0,,,,0,,,0,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,
76540009,ROUEN - JARDIN,49.422667,1.077333,21,202312,72.6,1,31,,15.3,1,9,14,5,2,0,0,0,,,0,,,,10.9,1,31,,15,1,12,5.2,1,2,0,0,0,0,31,31,0,5.8,1,31,,-4,1,2,11.8,1,25,0,0,28,31,31,0,0,3,5.1,1,10.3,1,9,31,8.4,1,31,8.2,1,31,0,0.6,1,2,12.4,1,25,,,,0,,,,0,,,0,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,
76540009,ROUEN - JARDIN,49.422667,1.077333,21,202401,58.3,1,31,,15,1,17,11,3,1,0,0,0,,,0,,,,8,1,31,,14.7,1,23,-0.8,1,9,1,0,0,0,31,31,0,2,1,31,,-6,1,19,10.5,1,24,3,0,30,31,31,0,0,15,6,1,17,1,21,31,5,1,31,4.7,1,31,0,-2,1,20,12.6,1,24,,,,0,,,,0,,,0,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,
76540009,ROUEN - JARDIN,49.422667,1.077333,21,202402,89.4,1,29,,22.5,1,25,16,5,2,0,0,0,,,0,,,,12.5,1,29,,19.5,1,15,8.2,1,26,0,0,0,0,29,29,0,7.1,1,29,,0.9,1,13,11.3,1,8,0,0,25,29,29,0,0,0,5.4,1,11.6,1,13,29,9.8,1,29,9.6,1,29,0,6.2,1,2,14.8,1,15,,,,0,,,,0,,,0,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,
76540009,ROUEN - JARDIN,49.422667,1.077333,21,202403,60.4,1,31,,10,1,23,12,4,1,0,0,0,,,0,,,,14.9,1,31,,21.5,1,20,9.2,1,5,0,0,0,0,29,31,0,5.8,1,31,,-0.7,1,4,12.1,1,15,0,0,28,31,31,0,0,1,9.1,1,15.8,1,20,31,10.4,1,31,9.6,1,31,0,6.4,1,4,15.1,1,15,,,,0,,,,0,,,0,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,
76540009,ROUEN - JARDIN,49.422667,1.077333,21,202404,59,1,30,,13.4,1,8,13,5,2,0,0,0,,,0,,,,16.8,1,30,,27.1,1,13,10,1,24,0,1,0,0,21,29,0,7.5,1,30,,0.8,1,23,12.7,1,11,0,0,20,30,30,0,0,0,9.2,1,16.7,1,13,30,12.2,1,30,11.8,1,30,0,7.1,1,23,18.8,1,13,,,,0,,,,0,,,0,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,
76540009,ROUEN - JARDIN,49.422667,1.077333,21,202405,10.7,1,1,,10.7,1,1,1,1,1,0,0,0,,,0,,,,17.6,1,1,,17.6,1,1,17.6,1,1,0,0,0,0,1,1,0,12.8,1,1,,12.8,1,1,12.8,1,1,0,0,0,1,1,0,0,0,4.8,1,4.8,1,1,1,15.2,1,1,14.2,1,1,0,15.2,1,1,15.2,1,1,,,,0,,,,0,,,0,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,
